source,STUDY_ID,newsite,REALM,TAXA,estimated_area_in_sqKm
BBS,Northern Spruce/Hardwoods,124_75_9,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_1,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_120,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_121,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_125,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_165,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_190,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_201,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_21,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_22,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_3,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_302,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_306,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_309,Terrestrial,birds,31.36
BBS,Closed Boreal Forest,124_76_39,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_4,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_76_5,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_60,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_76_9,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_79_132,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_79_133,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_79_33,Terrestrial,birds,31.36
BBS,Northern Rockies,124_93_21,Terrestrial,birds,31.36
BBS,Southern Pacific Rainforests,840_14_1,Terrestrial,birds,31.36
BBS,Southern California Grasslands,840_14_106,Terrestrial,birds,31.36
BBS,California Foothills,840_14_108,Terrestrial,birds,31.36
BBS,Southern California Grasslands,840_14_137,Terrestrial,birds,31.36
BBS,California Foothills,840_14_153,Terrestrial,birds,31.36
BBS,Central Valley,840_14_155,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_156,Terrestrial,birds,31.36
BBS,Southern Pacific Rainforests,840_14_160,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_14_162,Terrestrial,birds,31.36
BBS,Pitt-Klamath Plateau,840_14_166,Terrestrial,birds,31.36
BBS,Pitt-Klamath Plateau,840_14_168,Terrestrial,birds,31.36
BBS,California Foothills,840_14_179,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_18,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_181,Terrestrial,birds,31.36
BBS,Southern Pacific Rainforests,840_14_182,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_185,Terrestrial,birds,31.36
BBS,California Foothills,840_14_186,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_188,Terrestrial,birds,31.36
BBS,California Foothills,840_14_189,Terrestrial,birds,31.36
BBS,Southern Pacific Rainforests,840_14_193,Terrestrial,birds,31.36
BBS,Pitt-Klamath Plateau,840_14_198,Terrestrial,birds,31.36
BBS,Pitt-Klamath Plateau,840_14_199,Terrestrial,birds,31.36
BBS,Central Valley,840_14_21,Terrestrial,birds,31.36
BBS,Pitt-Klamath Plateau,840_14_406,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_417,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_418,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_419,Terrestrial,birds,31.36
BBS,California Foothills,840_14_421,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_434,Terrestrial,birds,31.36
BBS,Southern Pacific Rainforests,840_14_435,Terrestrial,birds,31.36
BBS,Mojave Desert,840_14_59,Terrestrial,birds,31.36
BBS,Southern Pacific Rainforests,840_14_6,Terrestrial,birds,31.36
BBS,Southern Pacific Rainforests,840_14_71,Terrestrial,birds,31.36
BBS,Central Valley,840_14_80,Terrestrial,birds,31.36
BBS,Sierra Nevada,840_14_82,Terrestrial,birds,31.36
BBS,Sonoran Deserts,840_14_88,Terrestrial,birds,31.36
BBS,Basin and Range,840_14_96,Terrestrial,birds,31.36
BBS,California Foothills,840_14_98,Terrestrial,birds,31.36
BBS,Wyoming Basin,840_17_1,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_11,Terrestrial,birds,31.36
BBS,Intermountain Grasslands,840_17_12,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_17,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_202,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_203,Terrestrial,birds,31.36
BBS,High Plains,840_17_205,Terrestrial,birds,31.36
BBS,High Plains,840_17_207,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_208,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_209,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_211,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_216,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_217,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_218,Terrestrial,birds,31.36
BBS,High Plains,840_17_221,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_222,Terrestrial,birds,31.36
BBS,High Plains,840_17_228,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_3,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_301,Terrestrial,birds,31.36
BBS,Wyoming Basin,840_17_302,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_304,Terrestrial,birds,31.36
BBS,High Plains,840_17_305,Terrestrial,birds,31.36
BBS,High Plains,840_17_306,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_309,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_31,Terrestrial,birds,31.36
BBS,High Plains,840_17_312,Terrestrial,birds,31.36
BBS,Intermountain Grasslands,840_17_315,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_318,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_32,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_322,Terrestrial,birds,31.36
BBS,High Plains,840_17_35,Terrestrial,birds,31.36
BBS,Intermountain Grasslands,840_17_362,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_367,Terrestrial,birds,31.36
BBS,High Plains,840_17_37,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_372,Terrestrial,birds,31.36
BBS,Intermountain Grasslands,840_17_4,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_40,Terrestrial,birds,31.36
BBS,High Plains,840_17_42,Terrestrial,birds,31.36
BBS,High Plains,840_17_44,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_46,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_47,Terrestrial,birds,31.36
BBS,Southern Rockies,840_17_52,Terrestrial,birds,31.36
BBS,Intermountain Grasslands,840_17_55,Terrestrial,birds,31.36
BBS,High Plains,840_17_58,Terrestrial,birds,31.36
BBS,Pinyon/Juniper Woodlands,840_17_9,Terrestrial,birds,31.36
BBS,Southern New England,840_18_102,Terrestrial,birds,31.36
BBS,Southern New England,840_18_3,Terrestrial,birds,31.36
BBS,Southern New England,840_18_8,Terrestrial,birds,31.36
BBS,Southern New England,840_18_9,Terrestrial,birds,31.36
BBS,Highland Rim,840_2_1,Terrestrial,birds,31.36
BBS,Southern Piedmont,840_2_10,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_105,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_111,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_14,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_2_140,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_2_142,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_156,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_17,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_19,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_20,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_201,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_204,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_205,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_207,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_21,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_211,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_212,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_214,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_2_218,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_22,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_24,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_25,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_27,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_29,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_35,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_38,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_43,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_45,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_47,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_50,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_52,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_53,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_2_57,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_59,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_60,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_63,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_65,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_2_66,Terrestrial,birds,31.36
BBS,Highland Rim,840_2_7,Terrestrial,birds,31.36
BBS,Highland Rim,840_2_72,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_21_1,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_21_105,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_21_109,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_21_3,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_10,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_113,Terrestrial,birds,31.36
BBS,Floridian,840_25_129,Terrestrial,birds,31.36
BBS,Subtropical,840_25_135,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_14,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_15,Terrestrial,birds,31.36
BBS,Floridian,840_25_175,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_18,Terrestrial,birds,31.36
BBS,Floridian,840_25_20,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_21,Terrestrial,birds,31.36
BBS,Floridian,840_25_22,Terrestrial,birds,31.36
BBS,Floridian,840_25_24,Terrestrial,birds,31.36
BBS,Floridian,840_25_25,Terrestrial,birds,31.36
BBS,Floridian,840_25_27,Terrestrial,birds,31.36
BBS,Floridian,840_25_28,Terrestrial,birds,31.36
BBS,Floridian,840_25_31,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_37,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_4,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_53,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_57,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_25_62,Terrestrial,birds,31.36
BBS,Floridian,840_25_66,Terrestrial,birds,31.36
BBS,Floridian,840_25_67,Terrestrial,birds,31.36
BBS,Floridian,840_25_73,Terrestrial,birds,31.36
BBS,Floridian,840_25_74,Terrestrial,birds,31.36
BBS,Floridian,840_25_81,Terrestrial,birds,31.36
BBS,Floridian,840_25_86,Terrestrial,birds,31.36
BBS,Subtropical,840_25_87,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_27_10,Terrestrial,birds,31.36
BBS,Southern Piedmont,840_27_15,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_27_21,Terrestrial,birds,31.36
BBS,Southern Piedmont,840_27_27,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_27_33,Terrestrial,birds,31.36
BBS,Southern Piedmont,840_27_36,Terrestrial,birds,31.36
BBS,Southern Piedmont,840_27_46,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_27_48,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_27_50,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_27_51,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_27_57,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_10,Terrestrial,birds,31.36
BBS,Northern Rockies,840_3_11,Terrestrial,birds,31.36
BBS,Northern Rockies,840_3_115,Terrestrial,birds,31.36
BBS,Southern Alaska Coast,840_3_117,Terrestrial,birds,31.36
BBS,Southern Alaska Coast,840_3_118,Terrestrial,birds,31.36
BBS,Southern Alaska Coast,840_3_119,Terrestrial,birds,31.36
BBS,Northern Rockies,840_3_13,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_142,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_192,Terrestrial,birds,31.36
BBS,Northern Pacific Rainforests,840_3_21,Terrestrial,birds,31.36
BBS,Northern Pacific Rainforests,840_3_224,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_284,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_3,Terrestrial,birds,31.36
BBS,Southern Alaska Coast,840_3_319,Terrestrial,birds,31.36
BBS,Tundra,840_3_372,Terrestrial,birds,31.36
BBS,Tundra,840_3_403,Terrestrial,birds,31.36
BBS,Tundra,840_3_404,Terrestrial,birds,31.36
BBS,Tundra,840_3_408,Terrestrial,birds,31.36
BBS,Tundra,840_3_409,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_41,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_418,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_419,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_420,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_423,Terrestrial,birds,31.36
BBS,Northern Pacific Rainforests,840_3_429,Terrestrial,birds,31.36
BBS,Northern Rockies,840_3_51,Terrestrial,birds,31.36
BBS,Northern Rockies,840_3_7,Terrestrial,birds,31.36
BBS,Open Boreal Forest,840_3_8,Terrestrial,birds,31.36
BBS,Dissected Rockies,840_33_10,Terrestrial,birds,31.36
BBS,Dissected Rockies,840_33_111,Terrestrial,birds,31.36
BBS,Central Rockies,840_33_12,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_33_128,Terrestrial,birds,31.36
BBS,Dissected Rockies,840_33_14,Terrestrial,birds,31.36
BBS,Central Rockies,840_33_2,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_33_20,Terrestrial,birds,31.36
BBS,Dissected Rockies,840_33_204,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_33_21,Terrestrial,birds,31.36
BBS,Central Rockies,840_33_212,Terrestrial,birds,31.36
BBS,Dissected Rockies,840_33_214,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_33_217,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_33_219,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_33_220,Terrestrial,birds,31.36
BBS,Dissected Rockies,840_33_222,Terrestrial,birds,31.36
BBS,Columbia Plateau,840_33_225,Terrestrial,birds,31.36
BBS,Basin and Range,840_33_227,Terrestrial,birds,31.36
BBS,Basin and Range,840_33_25,Terrestrial,birds,31.36
BBS,Basin and Range,840_33_27,Terrestrial,birds,31.36
BBS,Central Rockies,840_33_29,Terrestrial,birds,31.36
BBS,Driftless Area,840_34_1,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_10,Terrestrial,birds,31.36
BBS,Till Plains,840_34_12,Terrestrial,birds,31.36
BBS,Till Plains,840_34_14,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_2,Terrestrial,birds,31.36
BBS,Till Plains,840_34_20,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_22,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_23,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_24,Terrestrial,birds,31.36
BBS,Till Plains,840_34_25,Terrestrial,birds,31.36
BBS,Till Plains,840_34_29,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_3,Terrestrial,birds,31.36
BBS,Till Plains,840_34_30,Terrestrial,birds,31.36
BBS,Till Plains,840_34_34,Terrestrial,birds,31.36
BBS,Till Plains,840_34_36,Terrestrial,birds,31.36
BBS,Till Plains,840_34_38,Terrestrial,birds,31.36
BBS,Till Plains,840_34_41,Terrestrial,birds,31.36
BBS,Till Plains,840_34_42,Terrestrial,birds,31.36
BBS,Till Plains,840_34_43,Terrestrial,birds,31.36
BBS,Till Plains,840_34_44,Terrestrial,birds,31.36
BBS,Till Plains,840_34_46,Terrestrial,birds,31.36
BBS,Till Plains,840_34_47,Terrestrial,birds,31.36
BBS,Till Plains,840_34_49,Terrestrial,birds,31.36
BBS,Till Plains,840_34_50,Terrestrial,birds,31.36
BBS,Till Plains,840_34_51,Terrestrial,birds,31.36
BBS,Till Plains,840_34_52,Terrestrial,birds,31.36
BBS,Till Plains,840_34_54,Terrestrial,birds,31.36
BBS,Till Plains,840_34_56,Terrestrial,birds,31.36
BBS,Highland Rim,840_34_59,Terrestrial,birds,31.36
BBS,Highland Rim,840_34_60,Terrestrial,birds,31.36
BBS,Highland Rim,840_34_61,Terrestrial,birds,31.36
BBS,Highland Rim,840_34_63,Terrestrial,birds,31.36
BBS,Driftless Area,840_34_65,Terrestrial,birds,31.36
BBS,Great Lakes Plain,840_34_66,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_67,Terrestrial,birds,31.36
BBS,Till Plains,840_34_70,Terrestrial,birds,31.36
BBS,Till Plains,840_34_71,Terrestrial,birds,31.36
BBS,Till Plains,840_34_74,Terrestrial,birds,31.36
BBS,Till Plains,840_34_75,Terrestrial,birds,31.36
BBS,Till Plains,840_34_76,Terrestrial,birds,31.36
BBS,Till Plains,840_34_78,Terrestrial,birds,31.36
BBS,Till Plains,840_34_79,Terrestrial,birds,31.36
BBS,Highland Rim,840_34_80,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_34_9,Terrestrial,birds,31.36
BBS,Till Plains,840_35_10,Terrestrial,birds,31.36
BBS,Till Plains,840_35_11,Terrestrial,birds,31.36
BBS,Till Plains,840_35_115,Terrestrial,birds,31.36
BBS,Till Plains,840_35_12,Terrestrial,birds,31.36
BBS,Till Plains,840_35_13,Terrestrial,birds,31.36
BBS,Till Plains,840_35_14,Terrestrial,birds,31.36
BBS,Lexington Plain,840_35_21,Terrestrial,birds,31.36
BBS,Lexington Plain,840_35_22,Terrestrial,birds,31.36
BBS,Lexington Plain,840_35_26,Terrestrial,birds,31.36
BBS,Till Plains,840_35_28,Terrestrial,birds,31.36
BBS,Till Plains,840_35_29,Terrestrial,birds,31.36
BBS,Till Plains,840_35_306,Terrestrial,birds,31.36
BBS,Lexington Plain,840_35_313,Terrestrial,birds,31.36
BBS,Highland Rim,840_35_314,Terrestrial,birds,31.36
BBS,Lexington Plain,840_35_315,Terrestrial,birds,31.36
BBS,Highland Rim,840_35_35,Terrestrial,birds,31.36
BBS,Highland Rim,840_35_37,Terrestrial,birds,31.36
BBS,Highland Rim,840_35_38,Terrestrial,birds,31.36
BBS,Highland Rim,840_35_39,Terrestrial,birds,31.36
BBS,Lexington Plain,840_35_41,Terrestrial,birds,31.36
BBS,Great Lakes Plain,840_35_5,Terrestrial,birds,31.36
BBS,Great Lakes Plain,840_35_9,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_1,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_11,Terrestrial,birds,31.36
BBS,Black Prairie,840_36_123,Terrestrial,birds,31.36
BBS,Black Prairie,840_36_13,Terrestrial,birds,31.36
BBS,Black Prairie,840_36_14,Terrestrial,birds,31.36
BBS,Driftless Area,840_36_17,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_2,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_28,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_3,Terrestrial,birds,31.36
BBS,Black Prairie,840_36_32,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_33,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_6,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_36_9,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_10,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_11,Terrestrial,birds,31.36
BBS,Osage Plain/Cross Timbers,840_38_118,Terrestrial,birds,31.36
BBS,Osage Plain/Cross Timbers,840_38_13,Terrestrial,birds,31.36
BBS,Osage Plain/Cross Timbers,840_38_14,Terrestrial,birds,31.36
BBS,Osage Plain/Cross Timbers,840_38_15,Terrestrial,birds,31.36
BBS,Rolling Red Prairies,840_38_16,Terrestrial,birds,31.36
BBS,Rolling Red Prairies,840_38_17,Terrestrial,birds,31.36
BBS,Rolling Red Prairies,840_38_19,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_21,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_38_26,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_38_27,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_38_28,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_38_29,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_30,Terrestrial,birds,31.36
BBS,Osage Plain/Cross Timbers,840_38_302,Terrestrial,birds,31.36
BBS,Rolling Red Prairies,840_38_304,Terrestrial,birds,31.36
BBS,High Plains,840_38_307,Terrestrial,birds,31.36
BBS,Rolling Red Prairies,840_38_312,Terrestrial,birds,31.36
BBS,High Plains,840_38_315,Terrestrial,birds,31.36
BBS,Dissected Till Plains,840_38_317,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_32,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_34,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_35,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_37,Terrestrial,birds,31.36
BBS,High Plains,840_38_38,Terrestrial,birds,31.36
BBS,Rolling Red Prairies,840_38_6,Terrestrial,birds,31.36
BBS,Rolling Red Prairies,840_38_7,Terrestrial,birds,31.36
BBS,High Plains Border,840_38_8,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_10,Terrestrial,birds,31.36
BBS,Cumberland Plateau,840_39_11,Terrestrial,birds,31.36
BBS,Lexington Plain,840_39_137,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_39_2,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_21,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_25,Terrestrial,birds,31.36
BBS,Lexington Plain,840_39_26,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_28,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_39_3,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_36,Terrestrial,birds,31.36
BBS,Lexington Plain,840_39_44,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_5,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_6,Terrestrial,birds,31.36
BBS,Highland Rim,840_39_9,Terrestrial,birds,31.36
BBS,Mississippi Alluvial Plain,840_42_101,Terrestrial,birds,31.36
BBS,Mississippi Alluvial Plain,840_42_104,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_42_119,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_42_128,Terrestrial,birds,31.36
BBS,Coastal Flatwoods,840_42_16,Terrestrial,birds,31.36
BBS,Mississippi Alluvial Plain,840_42_18,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_42_221,Terrestrial,birds,31.36
BBS,Mississippi Alluvial Plain,840_42_38,Terrestrial,birds,31.36
BBS,Mississippi Alluvial Plain,840_42_57,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_42_9,Terrestrial,birds,31.36
BBS,Northern New England,840_44_115,Terrestrial,birds,31.36
BBS,Northern New England,840_44_120,Terrestrial,birds,31.36
BBS,Northern New England,840_44_13,Terrestrial,birds,31.36
BBS,Northern New England,840_44_19,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,840_44_26,Terrestrial,birds,31.36
BBS,Southern New England,840_44_3,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,840_44_31,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,840_44_32,Terrestrial,birds,31.36
BBS,Northern New England,840_44_33,Terrestrial,birds,31.36
BBS,Southern New England,840_44_4,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,840_44_6,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,840_44_7,Terrestrial,birds,31.36
BBS,Allegheny Plateau,840_46_1,Terrestrial,birds,31.36
BBS,Allegheny Plateau,840_46_102,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_11,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_110,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_112,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_123,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_125,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_126,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_13,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_14,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_15,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_16,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_17,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_29,Terrestrial,birds,31.36
BBS,Allegheny Plateau,840_46_3,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_30,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_31,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_32,Terrestrial,birds,31.36
BBS,Northern Piedmont,840_46_33,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_35,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_36,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_37,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_38,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_39,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_46_4,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_40,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_41,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_42,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_43,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_44,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_46,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_47,Terrestrial,birds,31.36
BBS,Upper Coastal Plain,840_46_48,Terrestrial,birds,31.36
BBS,Ridge and Valley,840_46_5,Terrestrial,birds,31.36
